Language, Stage number, (Totel) Taken time, Bytes used, Outlier, Q1 , Q3, IQR, Upper Value, Lower Value
Java,0,1084,47301000
Html,0,85,10449008
Python,0,49,6612944
Ruby,0,39,6629864
Java,0,1173,47298936
Html,0,92,10452712
Python,0,111,7910616
Ruby,0,55,7939960
